ID	Date	Latitude	Longitude	Accuracy	Battery	Interval	Acceleration	Activity	Date	
5107250619	1393380916537	37.8739122	-122.258873	30.0	79	30000	0.96093756	still64in_vehicle30unknown4	Tue Feb 25 18:15:30 PST 2014	
5107250619	1393380946521	37.8739	-122.2588641	33.293	79	30000	0.9709473	still77unknown15in_vehicle7	Tue Feb 25 18:15:48 PST 2014	
5107250619	1393380976586	37.8739322	-122.2588684	33.581	78	30000	0.9423828	unknown50still42in_vehicle7	Tue Feb 25 18:16:18 PST 2014	
5107250619	1393381006623	37.8738359	-122.2590434	29.328	78	30000	0.9572754	still85in_vehicle7unknown7	Tue Feb 25 18:16:48 PST 2014	
5107250619	1393381036630	37.8738434	-122.258907	29.751	78	30000	0.9553223	still85in_vehicle7unknown7	Tue Feb 25 18:17:18 PST 2014	
5107250619	1393381066641	37.8738844	-122.2588873	31.414	78	30000	0.9553223	still85in_vehicle7unknown7	Tue Feb 25 18:17:58 PST 2014	
5107250619	1393381096636	37.8738551	-122.2589592	26.0	78	30000	0.9602051	still77unknown15in_vehicle7	Tue Feb 25 18:18:18 PST 2014	
5107250619	1393381126707	37.8739388	-122.2588526	34.851	78	30000	0.97021484	still53unknown46	Tue Feb 25 18:18:48 PST 2014	
5107250619	1393381156722	37.8739228	-122.258844	27.0	78	30000	0.96752924	still77unknown15in_vehicle7	Tue Feb 25 18:19:17 PST 2014	
5107250619	1393381186765	37.8739631	-122.2587885	54.0	78	30000	0.9672851	still54unknown38in_vehicle7	Tue Feb 25 18:19:48 PST 2014	
5107250619	1393381216773	37.8738689	-122.2589466	34.0	78	30000	0.95434576	still63in_vehicle18unknown17	Tue Feb 25 18:20:18 PST 2014	
5107250619	1393381246834	37.8738308	-122.2589698	25.19	78	30000	0.9584961	still63in_vehicle18unknown17	Tue Feb 25 18:20:48 PST 2014	
5107250619	1393381276826	37.873903	-122.2588377	34.0	78	30000	0.9792481	still69in_vehicle15unknown15	Tue Feb 25 18:21:18 PST 2014	
5107250619	1393381306855	37.8738523	-122.2590811	40.0	78	30000	0.92407215	still77unknown15in_vehicle7	Tue Feb 25 18:21:53 PST 2014	
5107250619	1393381336860	37.8739771	-122.258796	28.0	78	30000	0.94946295	still67unknown25in_vehicle7	Tue Feb 25 18:22:18 PST 2014	
